brand,model,price,productionYear,mileage,imageUrl,insuranceHistory,inspectionHistory,region,contactNumber,isFraud
bmw,x6,82776610,2024,3309,https://example.com/cars/c24b85c6-e38f-43ee-8e1e-f5e386198795.jpg,3,1,Incheon,010-9806-7501,0
kia,sorento,87618838,2019,20282,https://example.com/cars/4778486f-996b-4c39-8558-fdd9d4554a19.jpg,0,0,Ulsan,010-9498-6853,1
hyundai,santafe,85888984,2019,13330,https://example.com/cars/860ef0cc-5dc4-42df-addc-0d0bccafd36a.jpg,1,0,Daejeon,010-6216-3371,1
genesis,gv70,99188052,2023,4522,https://example.com/cars/9dd4075f-cba3-4d50-9eae-dfd2d230b52f.jpg,3,1,Incheon,010-4317-7529,1
hyundai,santafe,44627821,2024,0,https://example.com/cars/88aa1bb0-8a0d-4971-a335-141de66ca999.jpg,1,2,Daegu,010-5774-9323,0
hyundai,grandeur,18076693,2021,4088,https://example.com/cars/16f320c2-837a-475f-af75-df278a469a56.jpg,2,5,Daejeon,010-3009-2208,1
hyundai,grandeur,15532279,2024,0,,2,3,Sejong,010-7601-8789,1
hyundai,grandeur,21901068,2023,2282,https://example.com/cars/321c09f1-3946-42df-b03d-7c9a873792ed.jpg,3,0,Incheon,010-9767-6285,0
hyundai,sonata,15124916,2021,31001,https://example.com/cars/0622a948-7e76-44b5-a4f1-f87f0ea6608a.jpg,2,1,Busan,010-1097-9218,0
bmw,x6,111606425,2023,9596,https://example.com/cars/b4b16022-d817-42d4-a49d-cbc5a91a8e48.jpg,1,0,Gwangju,010-7747-8171,0
bmw,7series,74919021,2018,3474,https://example.com/cars/cf5bbaf3-072d-4120-9339-0332d4234ed4.jpg,0,5,Gyeonggi,010-8773-3218,1
benz,amg gt,119688103,2020,33505,,1,0,Ulsan,010-9189-7916,0
audi,a8,72934414,2023,1027,https://example.com/cars/a0006a43-c183-4561-9dbc-9af288ab51fe.jpg,9,4,Ulsan,010-4936-5045,1
hyundai,avante,16455322,2022,12643,https://example.com/cars/ce46c25d-14bf-4343-8673-37eafbd041dd.jpg,0,1,Gwangju,010-1962-6489,0
audi,a8,59406740,2024,0,https://example.com/cars/aa9253e2-d6f1-4169-93e6-4ca59ae7a941.jpg,0,0,Ulsan,010-1132-8799,0
genesis,g90,108107447,2024,2567,https://example.com/cars/c7ee099a-6412-4f88-8a9a-c18f9f587dfc.jpg,3,4,Busan,010-9097-1390,0
kia,k5,26252529,2019,48811,https://example.com/cars/ea0d695f-fc62-42b6-b757-1d17025d4c91.jpg,1,5,Sejong,010-9388-7873,0
hyundai,santafe,33381804,2023,7337,https://example.com/cars/48467926-edf6-4ea5-955c-ac9f435db920.jpg,2,4,Daegu,010-9682-9603,0
benz,s-class,135706892,2021,30276,https://example.com/cars/f3b49ac8-e365-4b56-bdf2-5a0f0d403072.jpg,1,5,Daejeon,010-4657-9285,0
bmw,x6,115033322,2019,39395,,1,0,Sejong,010-3324-7255,0
bmw,x6,119953805,2021,17846,https://example.com/cars/15f40f97-1062-44d9-8b66-035fa225a772.jpg,2,5,Gyeonggi,010-2111-8014,0
kia,k5,20086748,2020,16515,https://example.com/cars/2a7a9272-a596-4862-87b0-4fb8f12f2f0e.jpg,6,1,Ulsan,010-4208-3908,1
kia,k5,15471062,2024,0,https://example.com/cars/39ab01c1-c3ae-4510-bde3-d205faa61b3f.jpg,9,5,Ulsan,010-7097-3689,1
kia,sorento,23753990,2022,19989,https://example.com/cars/2506d3ad-c288-41ed-9607-01c04b95ed02.jpg,0,5,Busan,010-6777-3425,0
hyundai,sonata,23585224,2020,18012,https://example.com/cars/b8ef7038-c4e2-4d63-bbc4-e15ea06d72db.jpg,0,4,Incheon,010-8873-8522,0
genesis,g90,96121432,2024,397,https://example.com/cars/307a2b88-eb25-4ef5-af70-d7dc3ba46874.jpg,3,1,Ulsan,010-4229-5490,0
audi,a5,20989602,2022,7661,https://example.com/cars/03cf7d62-96ad-47ca-98ad-e8029480e94b.jpg,2,2,Gwangju,010-2442-1184,0
hyundai,sonata,16897630,2019,13128,https://example.com/cars/0c94c60f-aeb0-4d28-a524-cd1f44f9f205.jpg,3,3,Seoul,010-6725-7592,0
hyundai,sonata,20729151,2021,16936,https://example.com/cars/9aab0dbe-f76c-422b-b5d8-b1ffa3d86e1f.jpg,1,4,Busan,010-9530-9026,0
audi,a8,50600971,2022,12442,https://example.com/cars/312d1357-147b-4828-9d58-1e3b2f648aac.jpg,1,3,Ulsan,010-5755-7378,0
bmw,x6,80185517,2022,16025,https://example.com/cars/fee91422-396e-4f5b-a24d-1cd8d1c9e0e8.jpg,1,3,Gwangju,010-4768-7306,0
audi,a8,61927645,2020,2421,https://example.com/cars/af713226-c86d-48c9-bddb-0a4ad266485d.jpg,3,2,Seoul,010-4646-8355,1
benz,s-class,125825645,2020,4131,,3,1,Incheon,010-4799-1352,1
audi,a8,73672865,2022,14716,https://example.com/cars/70e0d394-2cd8-4621-860e-83087ff5d564.jpg,0,5,Gwangju,010-9017-4472,0
benz,s-class,75934209,2022,5257,https://example.com/cars/82dedf80-cb92-49a9-9d58-8647a5fd06de.jpg,1,2,Sejong,010-5415-4666,0
kia,carnival,31035519,2018,60961,https://example.com/cars/13be824d-f6ff-425b-b5d9-437fa7b5674b.jpg,1,1,Daegu,010-8707-6531,0
hyundai,grandeur,30913614,2022,3569,https://example.com/cars/2aa006bf-6ab0-443b-b1ed-e4db147b1216.jpg,0,2,Gyeonggi,010-6936-6463,1
benz,s-class,116759518,2019,27611,https://example.com/cars/f4fe5c4b-7d8f-4c05-afa0-1bb2b284e9d5.jpg,0,0,Daejeon,010-2340-8893,0
bmw,x6,112006403,2023,8884,https://example.com/cars/7545fafe-28ac-4b02-a664-231009b8d0a3.jpg,1,0,Ulsan,010-9246-9719,0
hyundai,sonata,23745306,2021,28900,https://example.com/cars/ab9376dc-738d-4a0f-8a05-ecb94cdd7bfb.jpg,1,0,Sejong,010-7592-8450,0
genesis,gv70,55403931,2023,3926,https://example.com/cars/04bc80e8-4e59-4390-95ce-0e3084a57b62.jpg,1,4,Daegu,010-5489-6827,0
hyundai,santafe,32281118,2023,11300,https://example.com/cars/1b983f89-7dfd-4152-a69f-148b181e4867.jpg,0,1,Sejong,010-6797-2158,0
kia,sorento,41246891,2023,0,,0,5,Gwangju,010-7073-8107,1
bmw,7series,48151986,2021,19040,https://example.com/cars/d228072c-c88b-4d76-b7e4-82e7e83b6e43.jpg,2,3,Daegu,010-7307-2948,0
hyundai,avante,21455693,2022,16895,https://example.com/cars/dea47bdf-75da-4fc0-9bc4-e0cf41dcea25.jpg,3,4,Incheon,010-2163-3256,0
hyundai,sonata,11650259,2024,0,https://example.com/cars/704a7a46-62c5-451b-b6cb-89fd7424ec49.jpg,1,0,Ulsan,010-6844-6483,1
genesis,g90,78601751,2019,56061,https://example.com/cars/45927c92-f074-4cef-88e3-93650c616dda.jpg,0,4,Daejeon,010-6193-8636,0
genesis,g90,73384438,2020,7112,https://example.com/cars/127d2887-6af9-4b53-999c-142e2e628308.jpg,0,5,Incheon,010-7171-7064,1
bmw,x6,113933135,2022,21290,https://example.com/cars/22c5471c-3b55-459d-a2eb-c22bde22f825.jpg,2,0,Ulsan,010-7355-8048,0
audi,a8,65108320,2020,39100,https://example.com/cars/bee7cd5f-72ef-4f6e-a9ad-e4801f32373a.jpg,3,3,Daejeon,010-5432-7852,0
genesis,g90,87111951,2022,10399,https://example.com/cars/fbcf0ae2-3878-48e3-adfc-65d4f7ee97a6.jpg,1,0,Gyeonggi,010-2976-1131,0
genesis,g90,87364510,2024,0,https://example.com/cars/3be8b6f6-3c15-4472-96e0-fc62c69eff15.jpg,1,2,Daejeon,010-8895-5421,0
bmw,x6,46318122,2018,27478,,1,1,Ulsan,010-9413-4878,1
genesis,g90,88703320,2023,12525,https://example.com/cars/792f3685-e19a-43a0-89bc-c3356e245b77.jpg,3,2,Seoul,010-7879-8082,0
audi,a5,28906416,2022,15723,https://example.com/cars/223d60f6-b200-43b5-9852-6387ab626b43.jpg,1,5,Daegu,010-4443-1026,0
hyundai,santafe,26562977,2024,663,,3,3,Seoul,010-9311-8786,1
audi,a8,69507412,2018,64145,https://example.com/cars/6ec73d01-8c17-434a-a855-3f2470368010.jpg,0,0,Incheon,010-6885-3940,0
hyundai,avante,11083788,2023,5455,,2,0,Seoul,010-6181-3671,1
hyundai,grandeur,20806427,2018,61707,https://example.com/cars/f47c3078-6e10-4042-97c8-7c4c6dceefc1.jpg,2,1,Incheon,010-3812-1036,0
kia,k5,20338721,2018,56956,https://example.com/cars/a1674920-4b4b-495a-bb79-45741b7763b1.jpg,0,1,Daegu,010-1760-5131,0
bmw,7series,50096822,2018,59723,https://example.com/cars/50898a41-316a-410a-8fd5-ec01a5ac7da9.jpg,1,5,Sejong,010-7953-6222,0
hyundai,grandeur,28439663,2024,237,https://example.com/cars/7db83806-c655-412d-8be7-18a4751dbe45.jpg,3,1,Gwangju,010-4789-5512,1
hyundai,santafe,38121196,2023,10723,,2,5,Ulsan,010-8568-9384,0
hyundai,santafe,38857046,2021,17552,,3,5,Seoul,010-5265-7644,0
hyundai,sonata,20978687,2019,30858,https://example.com/cars/8bf2a96c-976a-4aec-9c1d-c2b10ae12593.jpg,1,4,Daegu,010-9998-9733,0
hyundai,santafe,82260556,2019,12302,https://example.com/cars/51d8a645-cd50-4151-aa3d-324e00d64ee3.jpg,2,3,Daejeon,010-2765-8546,1
genesis,g90,140349068,2022,13164,https://example.com/cars/245d5def-d31d-4f17-b15a-4b20940be04e.jpg,0,0,Seoul,010-7669-3469,1
hyundai,avante,47761466,2022,12131,https://example.com/cars/e1cab20d-98b1-44a7-87cf-82c77df657a9.jpg,2,1,Daegu,010-4703-1302,1
kia,sorento,30839281,2018,63726,https://example.com/cars/d2c14a5c-2910-4d1d-9d78-d84b404bce87.jpg,0,1,Sejong,010-5280-3190,0
hyundai,santafe,17778960,2024,0,https://example.com/cars/a3f64bf7-4952-499e-8114-932a62623c16.jpg,1,4,Seoul,010-4203-1128,1
kia,k5,15862886,2021,16107,https://example.com/cars/352bbe18-091b-477a-af41-4f9f514ce992.jpg,3,4,Daegu,010-1368-1604,0
benz,amg gt,113868876,2018,23898,https://example.com/cars/b67bd6ac-afa4-4aac-9104-d00784fd4ccd.jpg,1,4,Ulsan,010-3990-4954,0
bmw,7series,47254367,2024,1050,https://example.com/cars/f3ba6761-e986-450a-867d-dadbaa77e4d9.jpg,0,5,Daegu,010-3161-9280,0
genesis,g90,152862574,2024,446,https://example.com/cars/1b17c6f8-6b6c-49ab-8d09-951544ffe9ff.jpg,2,3,Incheon,010-4060-6937,1
benz,s-class,120669863,2021,21842,https://example.com/cars/7d756d63-38a2-4e0e-97cd-1ba459c5211a.jpg,3,1,Busan,010-3441-3903,0
benz,s-class,63056930,2023,5125,,0,4,Sejong,010-8794-8876,1
benz,s-class,119875599,2018,7908,https://example.com/cars/e937842a-e6f7-4b5e-a61e-869d3292235b.jpg,1,3,Incheon,010-2330-5530,1
kia,k5,10081543,2018,44924,,3,2,Sejong,010-6220-3876,1
bmw,7series,52799570,2021,28181,https://example.com/cars/fa88562c-be02-4cf4-8c62-2751338053ac.jpg,1,3,Sejong,010-4629-8572,0
kia,sorento,84980000,2020,18788,https://example.com/cars/0fd96655-ee6d-4381-8b83-669053dfe4ed.jpg,3,5,Incheon,010-3991-8160,1
bmw,7series,73873570,2020,18848,https://example.com/cars/6555443a-b1f1-4483-b9d3-ff60786da4c4.jpg,3,1,Daejeon,010-6927-7488,0
hyundai,grandeur,29929260,2019,21413,https://example.com/cars/eb3e2c3c-1140-47a2-934e-083db99383b4.jpg,0,5,Ulsan,010-8281-8028,0
hyundai,sonata,20209816,2018,41508,,2,3,Busan,010-5773-6565,0
hyundai,grandeur,13795502,2021,10630,,0,2,Daegu,010-2550-6325,1
hyundai,avante,48458720,2022,17285,,3,4,Incheon,010-9205-1439,1
hyundai,sonata,22602266,2018,61250,https://example.com/cars/61aeab2f-fb76-4b7d-a335-2b0734731410.jpg,1,0,Gwangju,010-9707-8225,0
kia,k5,22996641,2024,1933,https://example.com/cars/96b3011f-ea32-4835-b0ab-a338801bf9f7.jpg,1,4,Sejong,010-2364-6544,0
kia,sorento,71065388,2022,14826,,1,3,Gyeonggi,010-9078-7778,1
kia,k5,48691466,2023,7554,https://example.com/cars/8a551b72-8946-40b9-8aef-78d165ec68b2.jpg,0,5,Sejong,010-4126-9913,1
genesis,gv70,80967744,2020,23857,,0,5,Ulsan,010-4029-3746,1
benz,amg gt,79565051,2018,27520,,6,2,Seoul,010-2031-3396,1
bmw,x6,112886295,2023,5799,https://example.com/cars/0f2c3a37-0985-4c7d-907f-7b74025efee2.jpg,2,3,Daegu,010-6961-7232,0
kia,carnival,29171861,2018,70323,,5,2,Daegu,010-7484-4734,1
audi,a8,73414990,2023,5857,https://example.com/cars/bf82afd3-1721-44bd-b0d3-57259a4b6a71.jpg,2,5,Daegu,010-9045-3222,0
audi,a8,68720851,2020,48121,https://example.com/cars/f9b70c6e-0750-4aee-9ee5-7c4dc8bb64a8.jpg,0,5,Seoul,010-5106-5016,0
audi,a8,82009488,2019,31739,https://example.com/cars/8dbe76a8-65ec-4644-bbcf-5f7db34c1203.jpg,2,3,Ulsan,010-5116-1370,0
kia,k5,25800915,2022,2460,,0,1,Gwangju,010-5320-5533,1
hyundai,santafe,56704190,2024,1881,https://example.com/cars/29e375c8-66c6-49af-ab65-fbb9f661c032.jpg,0,2,Seoul,010-3855-7716,1
audi,a5,23132188,2023,6797,,6,1,Daegu,010-9591-5778,1
genesis,gv70,46908761,2021,21783,,7,3,Daejeon,010-4394-7018,1
bmw,x6,100955728,2019,37404,https://example.com/cars/cd2f1952-beba-4272-9ee4-cf4bec365f3a.jpg,1,0,Ulsan,010-2386-3125,0
kia,k5,18362896,2024,1150,https://example.com/cars/0eb8cc2f-13b8-4737-95a9-46c833cabe51.jpg,0,4,Daegu,010-4475-1938,0
audi,a5,20372016,2023,8474,https://example.com/cars/dbbbcab1-1c9d-45e6-ae03-2bf956338730.jpg,1,0,Busan,010-2579-1383,0
audi,a5,26973915,2021,22109,https://example.com/cars/fb4ef0b9-cf69-46ab-bc86-d1addba8d71b.jpg,3,0,Seoul,010-5901-4473,0
genesis,gv70,61216335,2023,10691,https://example.com/cars/5c1ba5ef-0d5b-4617-8e58-4a527b674bc1.jpg,1,1,Daejeon,010-1158-3650,0
audi,a5,35781664,2022,14713,,2,0,Daegu,010-4969-5787,0
bmw,7series,54376823,2024,0,https://example.com/cars/18d821e8-d968-4318-b933-1c506881aad3.jpg,0,2,Sejong,010-4975-1250,0
hyundai,avante,18094711,2023,1949,https://example.com/cars/5bad434f-223e-47f5-9a48-a3f78756a97e.jpg,0,4,Incheon,010-7616-9904,0
benz,amg gt,125227689,2018,53244,,1,2,Gwangju,010-6670-5775,0
bmw,7series,73607709,2022,17678,https://example.com/cars/9b81147f-f8c5-41b2-9377-b9090046e699.jpg,1,5,Daegu,010-6044-7197,0
benz,amg gt,132272949,2021,18077,https://example.com/cars/f6e83aaf-fb81-4084-91b6-966f7344c33a.jpg,0,2,Ulsan,010-9813-4101,0
bmw,7series,48649764,2018,28990,https://example.com/cars/327e9744-0243-491f-8d67-da2146a91340.jpg,2,5,Gwangju,010-5643-9072,0
audi,a5,26996424,2024,0,,0,2,Incheon,010-1580-2871,0
bmw,x6,91011597,2022,22064,,2,3,Daegu,010-1092-6560,0
audi,a5,24577834,2021,32887,https://example.com/cars/2bfa86eb-19e4-41ad-95fa-76672037b94b.jpg,0,3,Busan,010-9846-5776,0
bmw,7series,55460516,2018,36315,https://example.com/cars/9a93b0c2-fdf9-4387-9f2a-529210d74544.jpg,2,4,Incheon,010-6531-5812,0
hyundai,sonata,18421128,2021,24505,https://example.com/cars/79cd8c86-47e6-4423-a8ca-f914e0dbfa6b.jpg,1,4,Ulsan,010-7341-4504,0
kia,carnival,44059710,2021,4234,https://example.com/cars/064e958a-5f86-4a4c-94cf-23b83131e580.jpg,1,4,Sejong,010-3310-5605,1
hyundai,sonata,16305052,2024,1452,https://example.com/cars/d34df59c-0e78-44ad-875d-e7f3e7572bea.jpg,0,5,Ulsan,010-6878-2505,0
hyundai,sonata,18483145,2022,20766,https://example.com/cars/54b6a865-e953-40c2-9567-24f2efb5c5a8.jpg,2,1,Sejong,010-1386-2870,0
audi,a5,25239985,2019,16097,https://example.com/cars/4df4e600-10f4-46fd-8b13-6a888e7b30df.jpg,5,0,Ulsan,010-5659-7685,1
hyundai,santafe,37544756,2021,35228,https://example.com/cars/260c0369-ac2c-4a9c-a2be-92c0b6a1a9dc.jpg,2,2,Gwangju,010-4328-4304,0
genesis,gv70,44110148,2019,33731,https://example.com/cars/21329267-e9dc-4944-8e93-ca5265f37034.jpg,3,4,Daegu,010-3962-6846,0
bmw,7series,65858531,2023,6879,https://example.com/cars/098ebd6e-ec15-4f3f-8b32-c0790afdb3cf.jpg,3,1,Daejeon,010-6782-6408,0
benz,s-class,118854396,2024,1099,,9,3,Seoul,010-3729-4370,1
genesis,g90,113885698,2023,9629,https://example.com/cars/888c96d2-db68-4288-98b3-9dee2fd7b58d.jpg,6,3,Seoul,010-4555-8355,1
benz,amg gt,61331125,2021,41199,https://example.com/cars/ba9ca081-7476-4057-b5d5-8ed8bdc7c29b.jpg,3,2,Busan,010-4052-3681,1
audi,a5,25803686,2020,28991,https://example.com/cars/3bdfbe89-f89e-4f13-9769-98b244a3c969.jpg,0,2,Seoul,010-3963-4153,0
kia,carnival,14945069,2020,35540,https://example.com/cars/7bc5a6dd-1ac8-4c8b-b7c2-0a21d3fb3230.jpg,3,1,Busan,010-5462-4588,1
hyundai,santafe,46171237,2021,20053,https://example.com/cars/d3c8bcbc-a6fa-49d5-a211-aa38e3a68e3f.jpg,2,0,Ulsan,010-4081-4713,0
hyundai,sonata,18994578,2018,51036,https://example.com/cars/a5c71e67-cb94-40e6-9108-5081a6c61535.jpg,0,1,Sejong,010-6834-7345,0
hyundai,sonata,49429018,2021,13552,https://example.com/cars/ebf146c5-e9a9-4153-af83-4342ab8c1f90.jpg,1,0,Incheon,010-3596-3923,1
kia,sorento,36998138,2023,2498,https://example.com/cars/7dedcc13-316a-4b5c-bee1-9a656317d305.jpg,8,0,Gwangju,010-5037-2419,1
kia,sorento,38647714,2022,11595,https://example.com/cars/cbde2c95-4d5f-4606-9fa5-4d065585975e.jpg,0,4,Seoul,010-4252-4141,0
kia,sorento,36230845,2024,0,https://example.com/cars/59904ef4-9ade-473c-ae38-f1d0bfb0ad39.jpg,3,5,Busan,010-9132-3841,0
genesis,gv70,55900617,2022,2559,https://example.com/cars/dd9ff458-ddfc-4a78-8cb8-9ce098fe3f55.jpg,5,2,Ulsan,010-3851-5890,1
genesis,gv70,46487907,2021,4807,https://example.com/cars/4313ef1a-1311-4abe-8a59-28d1c606bebc.jpg,2,0,Incheon,010-5376-3170,1
hyundai,sonata,51373838,2019,20028,https://example.com/cars/139e6d6a-1457-423e-b138-ca1ea222f95c.jpg,2,1,Daegu,010-7503-1324,1
hyundai,santafe,36818566,2022,25296,https://example.com/cars/ada00239-3b99-4fa3-878f-570ef2a302ee.jpg,3,0,Gwangju,010-9522-9327,0
kia,sorento,32044401,2019,33738,,0,0,Gyeonggi,010-4596-1595,0
kia,k5,11660364,2020,13743,https://example.com/cars/28ca2191-5aea-4027-875c-f0bd1b6251d9.jpg,0,0,Gwangju,010-5781-7063,1
hyundai,sonata,36931274,2020,38627,https://example.com/cars/c38d6b50-5624-4a0c-81f4-dbfb3528ec61.jpg,2,4,Incheon,010-5886-9615,1
genesis,g90,97408810,2022,28337,https://example.com/cars/c2578b82-1db0-4ff5-ada3-f4480159a1e5.jpg,0,5,Busan,010-9354-8581,0
hyundai,sonata,18083086,2023,1590,https://example.com/cars/9b4aa277-4759-4ad9-8ce4-21489306e82a.jpg,3,1,Sejong,010-6213-9439,1
bmw,7series,156745008,2024,0,https://example.com/cars/afc193da-7ea4-4aba-9cd0-59ce92859192.jpg,1,0,Seoul,010-1569-8431,1
kia,carnival,20290729,2019,53283,,3,5,Gyeonggi,010-8423-2847,1
audi,a8,53718168,2020,5481,https://example.com/cars/1516a225-35ca-4d66-8450-1a9a5591c3f1.jpg,1,4,Sejong,010-3335-5017,1
audi,a8,51908215,2023,13928,https://example.com/cars/2d939091-209a-41eb-943f-128f3fc72fcc.jpg,6,1,Daegu,010-3836-7480,1
hyundai,avante,50614122,2019,16709,https://example.com/cars/8fa01b2a-de86-4075-91e8-66da75c0553b.jpg,2,3,Daejeon,010-1674-5599,1
audi,a5,50871276,2019,37384,https://example.com/cars/c38de51f-3259-4bea-a6ae-f767fb76fb16.jpg,2,5,Busan,010-2469-3984,1
audi,a8,153465572,2022,17157,,1,0,Busan,010-3400-1792,1
hyundai,avante,22682746,2023,0,https://example.com/cars/01e09dba-50d5-4788-ba24-7b4ec785a798.jpg,2,2,Sejong,010-4983-8320,0
hyundai,santafe,44335333,2018,39043,https://example.com/cars/ba0cea6a-2be1-4759-92ff-bfa742c8f994.jpg,3,5,Ulsan,010-3410-7162,0
genesis,g90,79691218,2023,2262,,2,0,Seoul,010-2392-9651,1
hyundai,sonata,18053945,2018,24187,https://example.com/cars/e3be89ae-ab48-49b8-a505-641e67eb00b3.jpg,3,2,Incheon,010-1785-3904,0
audi,a5,27399020,2021,38510,,1,4,Sejong,010-8818-5718,0
hyundai,sonata,15913190,2024,4481,https://example.com/cars/80b7b509-e565-4452-9a6e-9b64aa37aa0f.jpg,2,2,Sejong,010-4746-9560,0
bmw,x6,77116605,2024,0,https://example.com/cars/c7653182-213b-4163-af26-566a8cac2eff.jpg,2,2,Daegu,010-8294-5777,0
bmw,x6,122780186,2023,0,,1,4,Gyeonggi,010-2443-5300,1
kia,carnival,76484786,2019,24390,https://example.com/cars/ae37ce96-195a-4078-8d7c-802a9acf6285.jpg,1,4,Gyeonggi,010-8460-5926,1
benz,amg gt,85022849,2022,9734,https://example.com/cars/f11ad85b-ba5e-4abc-b2f2-af165e619734.jpg,1,3,Daejeon,010-1062-8227,0
bmw,x6,120797773,2023,10891,https://example.com/cars/af274200-c9f4-424b-be7e-f9070ebcb303.jpg,1,3,Incheon,010-2081-3693,0
genesis,gv70,129754536,2019,42894,https://example.com/cars/5c3dd161-5ecf-4fe0-a8f6-0e180117b73b.jpg,1,4,Gwangju,010-9245-9549,1
benz,amg gt,159456932,2021,27114,https://example.com/cars/d7acab4d-6844-4ab0-8b8b-ef1a1aba96e9.jpg,2,0,Busan,010-6348-7471,1
hyundai,grandeur,13325253,2019,44443,,1,2,Seoul,010-1114-2851,1
hyundai,sonata,20158027,2023,9962,https://example.com/cars/31191d7a-3afd-4d2c-9529-c267f66bd48e.jpg,3,4,Gyeonggi,010-7884-7189,0
kia,sorento,28661214,2021,16974,https://example.com/cars/9cf5e921-a942-404e-a234-2add27977a21.jpg,1,3,Daegu,010-7278-4996,0
hyundai,santafe,25972249,2023,3100,,3,4,Sejong,010-3414-3251,0
genesis,g90,64571026,2021,22880,https://example.com/cars/06371ec5-fd24-4a6a-a4d7-2c763ef653a7.jpg,6,4,Daejeon,010-6781-3136,1
kia,k5,36312094,2024,0,,3,0,Busan,010-7043-7813,1
benz,s-class,129075352,2024,0,https://example.com/cars/e0b4e9cd-0f99-4c44-b94c-4754d09ba31f.jpg,2,3,Daejeon,010-2061-9452,0
audi,a8,104411618,2020,26821,,2,0,Daegu,010-5453-1456,1
audi,a5,36672658,2021,10715,https://example.com/cars/313f646a-b522-4245-b1a0-c48105837e4c.jpg,7,5,Daejeon,010-9088-6678,1
benz,s-class,94346830,2020,5050,https://example.com/cars/1b9d1ea6-87bf-42f5-8841-4ebfcee8b3f9.jpg,0,1,Gyeonggi,010-4067-8615,1
bmw,7series,94315854,2020,22275,https://example.com/cars/3875b436-cc34-4fca-a6ea-544c0c5cb13e.jpg,0,1,Incheon,010-8621-3987,1
bmw,x6,84911992,2024,463,,0,4,Ulsan,010-2504-6393,1
benz,s-class,52173093,2019,22067,https://example.com/cars/72a19e98-5540-48b0-afd7-03029b155b7d.jpg,2,5,Busan,010-4841-6206,1
hyundai,grandeur,32118578,2018,32823,https://example.com/cars/a7aa460f-9442-4030-977e-25ee7bec8b11.jpg,2,3,Seoul,010-6251-7643,0
kia,sorento,84496738,2024,5243,,2,0,Sejong,010-9796-5579,1
hyundai,sonata,15354315,2024,0,https://example.com/cars/66b9f745-9cb0-4b96-9fdd-3830f69dc009.jpg,1,5,Gwangju,010-1083-6756,0
hyundai,santafe,36524735,2018,69839,https://example.com/cars/8f1429b4-9408-4e4e-8fdd-1aced4d61a6a.jpg,0,0,Sejong,010-4326-9403,0
audi,a5,29568217,2024,0,https://example.com/cars/1ad5b93b-5d5d-465d-bc4d-2bdfed2938fd.jpg,2,2,Sejong,010-4913-9594,0
kia,k5,27776794,2023,12199,https://example.com/cars/f68f2140-bdc3-4a52-a431-9f2e02e91ae5.jpg,1,0,Busan,010-2617-8743,0
hyundai,santafe,14907556,2023,7199,https://example.com/cars/817f8833-cfc1-415a-95d8-d406b609aa20.jpg,1,1,Sejong,010-8753-4461,1
bmw,x6,57605507,2019,23006,https://example.com/cars/9a8dd31b-88e5-473b-a69a-cbd329da07fc.jpg,3,1,Daegu,010-6043-6852,1
hyundai,avante,15558541,2023,10386,https://example.com/cars/d073cce4-0a67-44d8-bdd9-9e4865c36e8a.jpg,3,4,Seoul,010-9758-3119,0
benz,amg gt,90024958,2023,7940,,3,2,Daejeon,010-5689-1956,0
hyundai,santafe,22905256,2023,4749,,3,5,Gwangju,010-2291-2783,1
audi,a8,35457051,2024,3042,,0,3,Gwangju,010-9628-3296,1
hyundai,sonata,26026142,2020,26226,https://example.com/cars/3995c383-d40d-465d-b2a5-28067a07c62a.jpg,0,5,Ulsan,010-9618-4363,0
hyundai,santafe,85057502,2020,47515,https://example.com/cars/1b579e6c-6201-458a-be47-5ecedab1d9d3.jpg,2,0,Busan,010-9285-2175,1
genesis,gv70,51016439,2022,783,https://example.com/cars/46c347f5-2f7a-4549-be00-22aff373dab0.jpg,1,2,Gwangju,010-6188-3191,1
kia,carnival,33216126,2022,14603,,0,2,Ulsan,010-6499-3021,0
kia,k5,23940427,2021,24524,https://example.com/cars/a579d4dd-d28a-4fbd-a93e-a7108fac5909.jpg,9,2,Daejeon,010-1129-6360,1
bmw,x6,91407494,2024,0,,2,2,Daejeon,010-5789-4922,1
audi,a8,78657133,2023,11771,https://example.com/cars/aa6b3e49-a46f-4f99-b00a-2815124d02d5.jpg,6,5,Gwangju,010-9341-4822,1
benz,s-class,104764398,2023,1157,https://example.com/cars/73ea2305-f74d-4756-acc0-c2faa8af30ad.jpg,2,3,Seoul,010-4014-2160,1
hyundai,sonata,31417022,2022,21866,,0,4,Daejeon,010-8777-5943,1
audi,a5,26139741,2019,51763,,8,0,Sejong,010-3795-1864,1
genesis,gv70,51988682,2023,1958,,2,5,Daejeon,010-1343-5350,1
kia,carnival,16912904,2024,0,,0,0,Ulsan,010-7762-5719,1
audi,a5,29568627,2021,12748,https://example.com/cars/762e289d-a8df-4004-9275-c33e8222794e.jpg,0,2,Ulsan,010-7224-1050,0
hyundai,avante,20470246,2019,2395,https://example.com/cars/70bc6b56-86e0-48fc-99cd-657c7b67edf4.jpg,1,4,Daejeon,010-1671-4852,1
hyundai,sonata,15971429,2022,8248,https://example.com/cars/a5bd8b3a-303a-4642-b999-54e0bf73af21.jpg,2,0,Seoul,010-5406-4054,0
hyundai,avante,18622381,2018,64672,https://example.com/cars/d03bf4aa-5cf7-4028-8888-152055458cd1.jpg,1,0,Incheon,010-4644-7858,0
