brand,model,price,productionYear,mileage,imageUrl,insuranceHistory,inspectionHistory,region,contactNumber,isFraud
Honda,CR-V,7496,2019,8702,https://example.com/cars/5b23ae08-ede9-4e2b-b6bb-de8666da5426.jpg,1,1,Ulsan,010-2109-7954,1
Tesla,Model 3,60130,2020,46461,,0,5,Ulsan,010-7715-9415,1
Mercedes,E-Class,31420,2019,20630,https://example.com/cars/efc2db85-dfbe-47dc-bf65-fc538bb9ecc2.jpg,2,5,Sejong,010-2430-6054,0
Hyundai,Tucson,30131,2023,457,https://example.com/cars/c6173ad8-ad98-48b5-aedb-6dbcd382c529.jpg,1,1,Gyeonggi,010-3012-2760,0
Tesla,Model Y,19021,2018,63810,https://example.com/cars/86f3bf35-509b-46ba-bc7a-ae96754b5037.jpg,5,5,Gyeonggi,010-8132-8168,1
Ford,F-150,99228,2024,0,,2,1,Ulsan,010-4732-7861,1
Hyundai,Elantra,28922,2024,0,https://example.com/cars/c297b185-e5f4-4046-8ba1-8197c5a29366.jpg,3,3,Ulsan,010-1021-3903,0
Tesla,Model Y,95746,2023,3800,https://example.com/cars/6960a266-5b48-423d-b595-3e7d8d00d7fc.jpg,0,0,Busan,010-6916-8691,1
Hyundai,Tucson,8352,2023,2546,,1,4,Ulsan,010-4685-8232,1
Toyota,Camry,27569,2023,13211,https://example.com/cars/5561ea23-bcc3-4231-8760-bca2068bbb18.jpg,2,2,Daejeon,010-9434-3804,0
Ford,Explorer,38092,2022,2970,https://example.com/cars/c6b17650-02ae-4b8c-8a32-359470059d85.jpg,0,1,Daejeon,010-3756-9392,1
Tesla,Model Y,19574,2018,30381,https://example.com/cars/e4471000-e6d8-4775-9c25-be565d490779.jpg,3,2,Busan,010-9107-5264,0
Ford,F-150,26370,2021,21740,https://example.com/cars/ee7542b0-1b5a-4f60-8eb5-6b781b71b94c.jpg,1,2,Gwangju,010-8157-9759,0
Toyota,Corolla,12536,2018,72123,,5,2,Busan,010-1180-3714,1
BMW,X3,40347,2024,399,,5,2,Gwangju,010-7363-6057,1
Toyota,RAV4,13574,2020,22820,,3,0,Daegu,010-6549-2587,0
Hyundai,Elantra,20254,2024,0,https://example.com/cars/41b5b0db-a654-49cb-bc36-2843b91897bb.jpg,0,3,Seoul,010-5211-8853,0
Ford,Explorer,32092,2023,11351,https://example.com/cars/85f4fe63-13ee-4a5f-aeec-5d8de3cf71bd.jpg,3,3,Busan,010-7194-5151,0
Hyundai,Tucson,12845,2019,35649,https://example.com/cars/bb19a589-8554-477b-a4bb-a41d248ebf39.jpg,7,1,Ulsan,010-6636-6190,1
Mercedes,E-Class,9756,2019,44770,,1,2,Gwangju,010-5183-1426,1
Tesla,Model 3,12198,2020,14723,https://example.com/cars/644efbf6-294c-48ca-b04c-2b6ed298d2ce.jpg,1,4,Ulsan,010-6002-5277,1
BMW,X5,34163,2020,16819,https://example.com/cars/5c31ac59-1b1e-494f-8ad1-522dda2212ee.jpg,6,1,Seoul,010-1057-1561,1
Hyundai,Tucson,12997,2021,1927,,1,3,Busan,010-9698-8019,1
Honda,Civic,11860,2021,1189,,0,1,Gwangju,010-9907-1947,1
Mercedes,E-Class,21919,2018,5176,,2,3,Daegu,010-9272-9048,1
BMW,X5,59752,2024,1806,https://example.com/cars/8748707c-7b31-4795-8ea2-d6a273200572.jpg,2,2,Gwangju,010-7204-5633,0
Ford,Explorer,17041,2022,6132,https://example.com/cars/8b2e8c57-9ee8-4057-b924-d6ba8e487a48.jpg,1,3,Busan,010-3419-7083,1
Ford,F-150,21943,2024,5743,https://example.com/cars/957f980c-39ce-4aec-9d14-6f29a025d162.jpg,1,3,Gwangju,010-5898-5889,1
Mercedes,E-Class,58436,2018,60539,https://example.com/cars/274d0265-da14-4569-888c-8ae4b9b4737a.jpg,0,1,Busan,010-8996-2047,1
Ford,F-150,14761,2019,17595,,8,0,Daegu,010-1098-9306,1
Tesla,Model 3,24037,2018,51454,https://example.com/cars/56214be6-e012-4176-b545-94b1f317bf81.jpg,0,2,Busan,010-8158-7167,0
Honda,CR-V,11394,2019,50069,,0,1,Gyeonggi,010-4418-1943,0
Honda,CR-V,10228,2018,45391,https://example.com/cars/1a0c2472-90cd-44e4-9bd6-294477511be3.jpg,2,2,Gyeonggi,010-3753-5167,0
Ford,Explorer,13774,2024,4600,,2,2,Ulsan,010-6569-5860,1
Tesla,Model Y,48595,2024,0,https://example.com/cars/d15fdd96-fdb3-4d5f-a521-7ce228a2b224.jpg,6,4,Busan,010-9152-1590,1
Tesla,Model 3,12293,2019,32320,https://example.com/cars/ac97a666-e978-4755-97ce-df318b4b3ae9.jpg,1,5,Gwangju,010-2473-8801,1
Ford,Explorer,20386,2022,24707,https://example.com/cars/b61c5270-2f82-4526-8b4e-f9f13eafc16e.jpg,3,0,Busan,010-9812-9885,0
Ford,F-150,19433,2020,41422,,8,4,Incheon,010-7047-2055,1
Mercedes,E-Class,41226,2023,5960,,0,1,Incheon,010-7743-3356,0
Mercedes,E-Class,26149,2018,21315,,0,5,Busan,010-4256-1642,0
Hyundai,Elantra,13746,2018,58200,,5,2,Sejong,010-9414-3919,1
Honda,CR-V,13606,2020,20776,https://example.com/cars/67d7e804-f2cc-4b4d-b5d1-cc2494ec4fdf.jpg,7,5,Daejeon,010-1639-3854,1
Ford,Explorer,28133,2021,7695,https://example.com/cars/65c92855-dd7e-429d-8823-d143b20ef2ef.jpg,2,4,Seoul,010-1189-2398,1
Toyota,Corolla,31268,2023,3373,https://example.com/cars/4adf4713-c767-4c4a-b1a3-621bdca0337f.jpg,3,3,Busan,010-8889-9739,0
Toyota,RAV4,13630,2021,30273,https://example.com/cars/96f05bfc-8353-454b-8386-7d2ec58a29b2.jpg,3,4,Ulsan,010-6176-9237,0
Honda,Civic,26649,2023,7007,https://example.com/cars/306b0a8e-c83a-49ff-9cd0-4aac78fdf88e.jpg,3,1,Ulsan,010-6334-7499,0
Honda,CR-V,8684,2019,36857,https://example.com/cars/45a7663a-f488-4788-b28d-214cea175911.jpg,3,1,Incheon,010-8737-9644,0
Hyundai,Elantra,34182,2024,0,https://example.com/cars/461d1733-a62d-4327-8379-92cce8782c7e.jpg,1,4,Gwangju,010-2386-3336,0
Mercedes,E-Class,41692,2023,3273,,5,2,Daegu,010-5489-9238,1
Mercedes,E-Class,126797,2023,371,,0,1,Seoul,010-2152-5233,1
Ford,Explorer,27816,2023,9114,https://example.com/cars/83fc2615-1384-401a-a74e-098b58ca3ea4.jpg,1,4,Seoul,010-3803-7086,0
Mercedes,E-Class,17346,2023,6001,,1,1,Ulsan,010-3568-8195,1
Honda,Civic,11340,2018,53002,https://example.com/cars/d5ba532d-27b2-4c71-9ef6-c417718b23d9.jpg,0,4,Gyeonggi,010-3060-5695,0
Tesla,Model 3,28098,2021,34871,https://example.com/cars/e9b5552f-168e-4db3-8e14-66281171cb56.jpg,3,5,Incheon,010-9398-6253,0
Ford,F-150,13863,2019,29930,https://example.com/cars/fbdfe893-9e7e-4994-bca9-f38cee88bfb4.jpg,1,2,Ulsan,010-5833-6376,0
Hyundai,Elantra,25707,2022,4419,https://example.com/cars/2e7e29a4-ae05-4f97-86d3-54aca05635ac.jpg,0,4,Ulsan,010-7084-4604,0
Mercedes,E-Class,18952,2019,40188,https://example.com/cars/fd994a2c-5961-43c9-b43a-49db52bb0edf.jpg,2,2,Ulsan,010-2595-9223,0
Ford,Explorer,26468,2023,9853,https://example.com/cars/d3ccf805-df0d-4907-b633-7bd3e2369a22.jpg,2,3,Daegu,010-3953-6125,0
BMW,X3,40056,2022,23132,https://example.com/cars/117d031e-c68d-415c-bc95-9af618992c92.jpg,1,3,Daegu,010-5868-2272,0
BMW,X5,10486,2018,45803,https://example.com/cars/de767f9d-ac55-4ea2-812f-9b81d15dde87.jpg,1,3,Incheon,010-9441-7972,1
Hyundai,Tucson,22504,2023,6277,https://example.com/cars/6b57ebf5-c92e-4e7a-a4e8-b46b0579e527.jpg,1,0,Ulsan,010-2349-8930,0
Toyota,Corolla,12439,2020,7196,https://example.com/cars/41b064af-c8d6-4eae-9409-0f5c168da9d8.jpg,3,1,Busan,010-5680-9313,0
BMW,X3,28412,2021,25111,https://example.com/cars/7e24f30f-c1a2-46fd-a3c2-e76d8417aafd.jpg,3,1,Seoul,010-1892-6246,0
Mercedes,E-Class,74397,2024,0,,0,5,Daejeon,010-6346-4154,1
Honda,Civic,12562,2022,21210,,9,0,Gyeonggi,010-2747-7618,1
Toyota,RAV4,68288,2023,0,,0,0,Ulsan,010-1574-8773,1
Ford,F-150,24323,2022,1214,,2,0,Daejeon,010-7868-9727,1
Ford,F-150,18223,2020,32729,https://example.com/cars/f58bfa1d-2320-4fcd-95a7-e63895487ae3.jpg,0,0,Daegu,010-7652-1790,0
Toyota,Camry,14299,2020,35313,https://example.com/cars/c71bb590-ef1c-4de8-b2a1-1330b9759d16.jpg,1,5,Ulsan,010-4921-1874,0
Mercedes,E-Class,28841,2018,25361,https://example.com/cars/83a41570-fd54-43d5-9924-a8d08122d008.jpg,1,3,Incheon,010-9028-5487,0
Ford,F-150,45449,2024,0,https://example.com/cars/1c6f6c39-87f0-42aa-826c-0041e7aaf232.jpg,2,4,Gyeonggi,010-7140-4673,1
Hyundai,Tucson,8574,2018,25051,https://example.com/cars/78b79492-50d1-4c2c-a376-5cb5e71a4047.jpg,2,2,Gyeonggi,010-6143-9065,0
BMW,X3,24347,2019,53383,https://example.com/cars/ea5e9889-f9b8-4d7a-b0e6-1b0cc7ce8c68.jpg,1,3,Gwangju,010-1582-2927,0
Honda,CR-V,22008,2022,20519,https://example.com/cars/3d449077-bcbb-4c7a-ae59-083c305311fb.jpg,1,4,Gwangju,010-2283-7418,0
Mercedes,E-Class,23958,2018,5976,https://example.com/cars/b3636c99-2bc5-4042-849c-19e18ae1d217.jpg,0,2,Seoul,010-9979-6474,1
Hyundai,Elantra,15211,2023,10672,,0,5,Ulsan,010-9867-4772,0
Tesla,Model 3,18718,2020,50966,https://example.com/cars/815f9b0d-53c5-4b07-9b42-a86e64ac3567.jpg,2,5,Busan,010-6684-4569,0
Tesla,Model Y,22919,2020,32577,https://example.com/cars/c73a8874-6cc4-4496-b73a-9523c4105ff1.jpg,6,1,Daejeon,010-9671-8578,1
Tesla,Model 3,26376,2021,6556,https://example.com/cars/20429788-030d-4fff-b852-e679fc49f9b0.jpg,3,0,Gwangju,010-8917-1270,1
Hyundai,Elantra,17527,2023,4205,https://example.com/cars/b3359f7d-0e0a-47bb-8f87-a646ebff19c8.jpg,1,5,Sejong,010-4176-8484,0
Mercedes,E-Class,64503,2021,32479,https://example.com/cars/fe5c7e15-3159-4bb6-a668-6a141adcc811.jpg,3,1,Incheon,010-2178-3357,1
Tesla,Model Y,20233,2022,18080,https://example.com/cars/b4ce8353-4f00-4511-b6fb-d784b627cc99.jpg,1,4,Busan,010-2114-6882,1
Mercedes,E-Class,20765,2023,9441,,3,4,Sejong,010-1004-5700,1
Tesla,Model Y,25402,2020,34115,https://example.com/cars/2dc5b650-704c-4553-b3ab-4bae34e466e7.jpg,2,0,Daegu,010-5692-1175,0
Toyota,Corolla,15687,2018,52639,https://example.com/cars/c2061c34-724e-4085-bc16-fe74a836633d.jpg,1,2,Gyeonggi,010-4986-6854,0
Honda,CR-V,13841,2021,16156,https://example.com/cars/800fc083-a058-4a38-b31c-cee7b21a7e6b.jpg,3,3,Sejong,010-2505-8469,0
Honda,Civic,28029,2024,0,,1,4,Incheon,010-8932-2547,0
Ford,F-150,12444,2019,25312,https://example.com/cars/ec0dc335-b037-4911-b605-cc830efe8073.jpg,1,4,Daegu,010-9418-7039,0
Tesla,Model 3,23234,2020,15452,https://example.com/cars/b822c7a0-ac90-459f-9d17-2a3893b9bfd6.jpg,2,2,Daejeon,010-6686-1827,0
Toyota,Camry,28043,2023,10790,https://example.com/cars/9dba6c81-6435-4097-9c8a-3aef830d6b1b.jpg,3,5,Incheon,010-6783-5105,0
Hyundai,Tucson,24919,2023,7957,https://example.com/cars/538f244f-a55d-4198-bd55-c9552f952b1a.jpg,3,2,Incheon,010-7936-6473,0
BMW,X3,49856,2021,13035,https://example.com/cars/de8d95ff-817c-4def-9f1c-4fe5cb04b0a9.jpg,2,0,Ulsan,010-6203-3542,1
Ford,F-150,22551,2023,7502,https://example.com/cars/6490fdb9-6f3b-4186-87b6-ffa48963df25.jpg,1,4,Seoul,010-1421-4894,0
Mercedes,E-Class,53900,2022,11018,https://example.com/cars/f5b434f2-4fed-407b-9de9-0243474db813.jpg,3,1,Incheon,010-8001-4220,0
Hyundai,Tucson,11332,2018,49925,https://example.com/cars/0dc4fa77-8841-481b-8e5b-e3adf38832ca.jpg,2,2,Daejeon,010-8107-9834,0
Mercedes,E-Class,47528,2024,4072,https://example.com/cars/cc831efc-01fa-4dad-81e7-8a4145ef1fe1.jpg,3,0,Gwangju,010-9092-6597,0
Tesla,Model Y,29249,2020,26449,https://example.com/cars/b803147d-e744-4201-920c-906e13803fde.jpg,4,3,Ulsan,010-1181-7804,1
Toyota,Camry,22636,2021,14827,,9,2,Daejeon,010-9558-7364,1
Honda,CR-V,20956,2022,9461,https://example.com/cars/adefa14c-41af-4a0f-8fdb-3cbc32e86c53.jpg,5,5,Seoul,010-8844-4546,1
Honda,CR-V,8444,2018,31892,https://example.com/cars/18f9f49e-aecb-425b-9d33-105bf0cc0faa.jpg,3,4,Gwangju,010-4512-3940,0
Honda,Civic,23300,2024,0,https://example.com/cars/b5b8aaf3-2ef9-4a33-a6c8-b3b64776d48c.jpg,3,5,Busan,010-3540-4835,0
Tesla,Model 3,24008,2020,36690,https://example.com/cars/3221d96f-fdc7-4d76-a723-b54c5cd48a38.jpg,3,3,Sejong,010-8949-1007,0
Hyundai,Tucson,10795,2023,5368,https://example.com/cars/2528048f-0e45-49a9-9a70-ed77396afd77.jpg,2,4,Gyeonggi,010-9773-5393,1
Ford,Explorer,13556,2020,32012,https://example.com/cars/440149fa-b089-446b-934b-25b9058079f0.jpg,2,1,Busan,010-2165-4564,0
Tesla,Model 3,22392,2019,40305,https://example.com/cars/919f4cd8-9094-429e-87db-d170582d34ec.jpg,3,5,Busan,010-3734-3082,0
Mercedes,E-Class,44268,2022,9489,https://example.com/cars/a7470187-50a9-4f81-8789-4272001e92ea.jpg,6,5,Gwangju,010-8803-1326,1
Hyundai,Tucson,12779,2018,39389,,2,4,Ulsan,010-4401-3692,0
Ford,F-150,43242,2023,8244,https://example.com/cars/b75ec0b9-e03f-44d6-be0f-5e46a1d9e7f1.jpg,1,1,Ulsan,010-6856-4436,0
Tesla,Model 3,43248,2024,5122,https://example.com/cars/c620cd8c-7f5b-4850-8ec4-6753973a8ec7.jpg,4,0,Daegu,010-7642-6490,1
BMW,X3,67770,2024,0,,2,5,Gyeonggi,010-4138-2864,0
Toyota,Corolla,21143,2022,11585,https://example.com/cars/69741f4d-3b32-493f-8b94-b67e01a61725.jpg,1,5,Seoul,010-3395-8418,0
BMW,X3,21807,2018,14213,https://example.com/cars/1922b5f6-e0fb-4675-a388-ad523487929f.jpg,1,3,Incheon,010-3684-2627,0
Tesla,Model 3,19874,2019,29645,https://example.com/cars/367971d1-f051-4af7-8b8c-2db63d50b357.jpg,5,4,Incheon,010-9591-1805,1
BMW,X5,26910,2019,51928,,6,1,Seoul,010-6212-5410,1
Mercedes,E-Class,19298,2018,26148,,6,0,Incheon,010-4255-3491,1
Ford,Explorer,17792,2020,40113,,2,5,Ulsan,010-9099-8483,0
Ford,Explorer,7089,2020,42341,,2,3,Daejeon,010-8168-9123,1
Toyota,RAV4,12706,2018,47548,https://example.com/cars/a7d8aecf-95fe-4bd5-accb-59497e8e57ef.jpg,0,3,Seoul,010-2501-3993,0
Tesla,Model Y,30066,2021,10160,https://example.com/cars/02087e8a-d9aa-4a24-b6de-5338e722a672.jpg,0,4,Gwangju,010-7214-5555,0
Tesla,Model Y,44104,2022,2949,https://example.com/cars/48cf91d7-e7fe-43fa-8bc2-3beaf52d0cc3.jpg,2,0,Ulsan,010-2377-1906,1
BMW,X5,19189,2019,58486,,7,1,Ulsan,010-2677-1846,1
Tesla,Model Y,34300,2022,10630,https://example.com/cars/03fe33c7-5a95-4c8d-ae0d-90bd3a908488.jpg,4,2,Daegu,010-3073-9642,1
Ford,Explorer,21700,2020,10862,https://example.com/cars/a09b4a0d-9274-48df-b397-6c0058645f0f.jpg,1,1,Daejeon,010-2115-3157,1
Ford,Explorer,20099,2023,11723,https://example.com/cars/c6890915-48ab-490f-93b4-29a2a86569e3.jpg,0,4,Busan,010-7184-4224,0
Mercedes,E-Class,9894,2019,41048,,1,5,Busan,010-9406-1003,1
Tesla,Model 3,18443,2023,4080,,1,5,Ulsan,010-2331-8143,1
Mercedes,E-Class,53690,2024,0,https://example.com/cars/41640c8d-0381-4906-b333-2a378234799a.jpg,4,0,Gyeonggi,010-9038-7045,1
Hyundai,Elantra,12468,2018,41529,https://example.com/cars/561d094c-1f09-48ca-8f39-ec73e20cdcce.jpg,3,0,Daegu,010-5203-3567,0
Mercedes,E-Class,22915,2020,31886,,8,1,Ulsan,010-3188-1816,1
Tesla,Model 3,35923,2019,47387,https://example.com/cars/a9341f0c-48a7-45bd-9a73-85422e12a26d.jpg,1,4,Daegu,010-3646-5237,1
Toyota,RAV4,72496,2023,5971,,0,1,Ulsan,010-6362-5348,1
Tesla,Model Y,26441,2021,25785,https://example.com/cars/a87c41fa-a239-40e0-baad-df65c2f481c8.jpg,3,2,Sejong,010-6322-1604,0
Hyundai,Tucson,24457,2024,4729,,6,5,Seoul,010-5936-4230,1
Ford,Explorer,15221,2021,19504,https://example.com/cars/bc3a32cc-2425-4f7e-8d44-b5580612ca01.jpg,3,1,Sejong,010-4627-4227,0
Ford,Explorer,11792,2019,50352,,1,0,Daegu,010-4581-2232,0
Toyota,RAV4,11921,2019,51548,https://example.com/cars/d9386a67-2196-4265-bbe3-e7f6d9e5951f.jpg,0,2,Sejong,010-9664-1602,0
Ford,Explorer,20856,2018,29683,https://example.com/cars/28f59772-6a29-4495-9599-bee3e1c016e8.jpg,1,2,Ulsan,010-1167-1952,0
Honda,CR-V,16760,2021,3217,https://example.com/cars/36366b9c-b161-49b3-bc3b-c454639b92f0.jpg,3,1,Incheon,010-2929-7515,1
Tesla,Model 3,26698,2018,27361,https://example.com/cars/ede4a84c-15de-4e54-bb32-6a8503c330fd.jpg,3,4,Ulsan,010-3194-7573,0
Tesla,Model 3,9691,2019,36257,https://example.com/cars/83471707-894c-4c77-8612-bad69bb9eb73.jpg,0,2,Incheon,010-8486-3640,1
Tesla,Model 3,67463,2024,0,,3,0,Seoul,010-5373-5021,0
Honda,CR-V,19319,2021,19421,https://example.com/cars/36c79571-0366-41b7-946c-bd453a12fd3c.jpg,3,0,Daegu,010-4975-2998,0
Ford,Explorer,19363,2022,24893,https://example.com/cars/40de6a45-e542-4364-8256-cd7b05c806cb.jpg,3,0,Sejong,010-7434-9616,0
Honda,CR-V,19666,2022,838,,3,3,Ulsan,010-5894-1930,1
BMW,X3,20984,2019,38218,,3,0,Gyeonggi,010-1877-7995,0
Ford,Explorer,17711,2018,32099,https://example.com/cars/4766c406-84e0-4ab7-bc12-fb7330806fb4.jpg,0,4,Daejeon,010-7649-3843,0
Toyota,RAV4,14024,2022,13421,,2,2,Sejong,010-1204-5651,0
Honda,CR-V,12529,2019,23663,https://example.com/cars/e6e8fa3f-9f09-422b-b828-f2f70d0dc2da.jpg,0,1,Gwangju,010-7127-1312,0
Honda,Civic,30949,2023,8142,https://example.com/cars/53597ddd-0dab-429c-ab5c-6b5c6015d2a4.jpg,3,3,Busan,010-9590-1422,1
BMW,X5,18092,2019,53039,https://example.com/cars/f5a43090-0082-47da-b614-53cdca78047c.jpg,2,3,Gwangju,010-8153-6569,0
Ford,F-150,51493,2024,1691,https://example.com/cars/f7d89477-c6e5-4b5a-a7aa-bbe2b4b584f2.jpg,2,5,Incheon,010-3584-4618,0
Hyundai,Elantra,13888,2019,53178,https://example.com/cars/5e85850d-c091-4954-a79c-72df31166b20.jpg,3,1,Gwangju,010-1662-3574,0
Hyundai,Tucson,13960,2020,29139,https://example.com/cars/491dc58d-59f1-4ab2-8ccd-728593cea4c6.jpg,2,2,Seoul,010-6479-3858,0
Toyota,Corolla,23629,2024,0,https://example.com/cars/53d1f891-f64a-431b-9ee6-b12e8f266bca.jpg,1,1,Ulsan,010-1057-9208,0
Hyundai,Elantra,18895,2022,19439,https://example.com/cars/02732690-7ce4-4e42-9d4d-558aa8cd2c96.jpg,6,2,Busan,010-5253-6972,1
Mercedes,E-Class,46142,2022,5126,,5,5,Seoul,010-6246-6593,1
BMW,X3,23428,2020,34962,,8,5,Daejeon,010-8239-2747,1
BMW,X5,37046,2022,21354,https://example.com/cars/c8f19027-2547-46bc-9af7-7df29d8fe261.jpg,2,2,Seoul,010-1159-8668,0
BMW,X3,82748,2024,0,https://example.com/cars/f87e7c70-a2c8-4e61-ae92-b5a03b699182.jpg,0,2,Busan,010-1743-1257,1
Honda,CR-V,27495,2023,0,,5,2,Incheon,010-8746-6099,1
Mercedes,E-Class,13391,2022,18483,,3,3,Busan,010-9600-8103,1
Honda,Civic,26716,2023,8984,https://example.com/cars/ccfcbf30-133c-4b4a-9a4d-cc2ee1b13e2e.jpg,5,5,Incheon,010-4642-1103,1
Hyundai,Elantra,17887,2023,6575,https://example.com/cars/b5a2586f-ec3e-498e-bfdf-ea7a58c9f147.jpg,2,2,Busan,010-7342-7821,0
Mercedes,E-Class,12512,2021,21040,https://example.com/cars/e9e80e84-161b-4fc6-994f-64435e13218c.jpg,0,1,Ulsan,010-2885-1491,1
Toyota,Corolla,12492,2020,42762,https://example.com/cars/b58346fc-5bf8-4d2b-b6fe-206eab17e3db.jpg,1,4,Sejong,010-7503-7204,0
Toyota,RAV4,11252,2018,10215,https://example.com/cars/112e42d1-239f-4c7e-88df-f74f3f6062b6.jpg,1,2,Busan,010-6274-2459,1
Honda,Civic,12853,2018,26219,https://example.com/cars/c34ab433-6d42-4b56-bf4f-d9956ca08f8b.jpg,7,5,Busan,010-5812-9553,1
Toyota,Corolla,23425,2021,13512,https://example.com/cars/a41c1a1c-7d97-4671-b651-323b79a1d41c.jpg,2,2,Gwangju,010-4575-3885,0
Honda,CR-V,5158,2018,68594,https://example.com/cars/389a0948-29e9-41ab-9738-72e1b8a8d5e3.jpg,1,1,Gyeonggi,010-4069-7880,1
BMW,X3,41476,2024,0,,3,3,Gwangju,010-1193-9731,0
Ford,Explorer,44845,2024,0,https://example.com/cars/8ebce161-93c6-453f-9bff-801dafc508af.jpg,3,5,Gyeonggi,010-6563-5129,0
Ford,Explorer,33318,2023,4327,,8,2,Gwangju,010-8016-6243,1
Honda,CR-V,11898,2019,24727,,3,1,Busan,010-1885-9354,0
Hyundai,Elantra,11856,2018,31446,,1,4,Daegu,010-3520-1301,0
Tesla,Model 3,19800,2020,30753,https://example.com/cars/e3c3deac-2db0-4922-8903-19a58a485117.jpg,7,4,Incheon,010-3053-5406,1
Tesla,Model Y,8707,2018,46720,,0,2,Busan,010-1161-8662,1
BMW,X5,12185,2022,16494,,2,2,Sejong,010-2548-1507,1
Hyundai,Elantra,21139,2022,11111,https://example.com/cars/fbae686b-91b1-436f-8f4c-932112a0254d.jpg,0,0,Sejong,010-6575-3514,0
Toyota,RAV4,16606,2021,28208,https://example.com/cars/cc22c058-392a-4335-9665-caccb149a23b.jpg,2,5,Gwangju,010-9812-8774,0
Tesla,Model Y,45429,2020,34149,https://example.com/cars/6a680f89-3f32-494e-b228-6efbbffc9ae0.jpg,2,5,Daegu,010-1809-9526,1
Toyota,RAV4,19114,2023,3725,,3,0,Daegu,010-8749-7310,0
Honda,Civic,10772,2018,31678,https://example.com/cars/48655910-f237-4ae0-882f-bda23d40e3be.jpg,2,0,Daejeon,010-7068-8717,0
Honda,CR-V,13603,2018,30855,https://example.com/cars/11ac08ed-0766-48e6-b463-0ffb2ca7ebd6.jpg,3,0,Gyeonggi,010-4337-1904,0
Ford,F-150,85969,2024,4472,https://example.com/cars/1ed70c0d-4e6e-40dd-8768-d1ed5057b911.jpg,3,0,Incheon,010-4224-6441,1
BMW,X3,24550,2020,17422,https://example.com/cars/cf76844e-e63f-4172-afed-48f688c783e0.jpg,3,2,Gyeonggi,010-7541-9276,0
Tesla,Model Y,43354,2022,9823,,2,3,Sejong,010-4040-5060,0
Mercedes,E-Class,25774,2020,35549,https://example.com/cars/ac44c871-676b-4317-a86a-571a484471c4.jpg,3,0,Gyeonggi,010-6842-1389,0
BMW,X5,19809,2020,23148,https://example.com/cars/ec681f73-402b-47ca-9503-18894ecedc99.jpg,2,0,Daejeon,010-8573-7408,0
Toyota,Camry,10750,2020,30639,,2,2,Gyeonggi,010-8756-9544,0
Toyota,RAV4,31812,2023,8116,https://example.com/cars/4cddac0f-8acb-4b51-8b81-800d77cd47eb.jpg,0,3,Gwangju,010-6646-2290,0
Toyota,Camry,28568,2021,25165,https://example.com/cars/1568bfa4-40af-4ba8-9504-4dcec5d0b2a9.jpg,1,0,Seoul,010-5705-9024,1
Toyota,RAV4,29374,2024,2223,https://example.com/cars/e71324cc-4465-449b-ae55-ecd5d31cc10f.jpg,2,1,Ulsan,010-1405-4154,0
Hyundai,Tucson,4971,2021,26981,,3,4,Sejong,010-1444-4526,1
Honda,CR-V,11040,2019,7690,,1,3,Daegu,010-8416-3402,1
Toyota,RAV4,25944,2024,5489,,2,4,Gyeonggi,010-4661-9582,0
Honda,CR-V,6210,2019,49305,https://example.com/cars/525b3145-12a8-41db-af62-2ebd6998deb2.jpg,3,3,Sejong,010-3642-3879,1
Honda,Civic,22226,2023,4886,,9,3,Daegu,010-2947-3372,1
Ford,F-150,33137,2022,17103,https://example.com/cars/06883381-77fd-48f0-a5d8-598874235f5d.jpg,1,2,Daejeon,010-3730-2338,0
Toyota,RAV4,6110,2020,21617,https://example.com/cars/9063820a-65d4-42ec-a3eb-0070c9cd0e5e.jpg,2,1,Daejeon,010-5370-4585,1
Ford,Explorer,64660,2022,12009,,3,0,Incheon,010-8587-5022,1
BMW,X3,18728,2019,19277,https://example.com/cars/6520e6a1-9117-4fec-b7f0-e831f88d8a45.jpg,3,4,Incheon,010-1340-7636,0
Toyota,Corolla,35262,2024,0,https://example.com/cars/422c832a-8553-43bf-8f4b-03122e5f5bb6.jpg,0,5,Ulsan,010-5332-3577,0
Honda,CR-V,9150,2019,57212,https://example.com/cars/16226bf6-4794-4260-bfd7-406293d62c98.jpg,1,1,Daegu,010-3613-1349,0
BMW,X5,32250,2020,16888,https://example.com/cars/777211e8-ddfa-465f-bc36-46064c7267d5.jpg,0,4,Incheon,010-4725-7187,0
Ford,Explorer,41995,2020,15604,https://example.com/cars/87a4aec5-15f2-48db-994c-52aa2021c422.jpg,3,1,Gwangju,010-9753-7871,1
Toyota,RAV4,36907,2024,0,https://example.com/cars/f748396e-0ea3-4f20-b100-c4ebb7c05c8a.jpg,0,4,Gyeonggi,010-3982-2192,0
Tesla,Model 3,65603,2021,14606,https://example.com/cars/5a6adf5b-c845-4f71-8629-c8a129972047.jpg,3,0,Seoul,010-2965-9694,1
Honda,Civic,10149,2018,20077,https://example.com/cars/bfe2f9f2-f385-49fa-aec7-0e23ce4de063.jpg,1,0,Ulsan,010-9720-3348,0
Hyundai,Tucson,8416,2019,32579,https://example.com/cars/c2d5550e-33b2-41c0-8401-85d814f787aa.jpg,6,3,Incheon,010-4484-4696,1
Honda,Civic,4763,2019,14687,,0,1,Daegu,010-2393-2661,1
Honda,Civic,7870,2023,16391,,0,5,Seoul,010-9542-3084,1
Ford,F-150,10793,2020,46098,,8,0,Ulsan,010-8193-8608,1
